Date,Upload Date,Channel,Video,Views
2022-03-26,2013-01-23,Carrie Underwood,Two Black Cadillacs,53298918
2022-03-26,2013-06-07,Carrie Underwood,See You Again,48506858
2022-03-26,2014-06-26,Miranda Lambert,Somethin' Bad,138219162
2022-03-26,2014-11-06,Carrie Underwood,Something in the Water,34401931
2022-03-26,2015-01-31,Carrie Underwood,Little Toy Guns,22730155
2022-03-26,2015-08-25,Carrie Underwood,Smoke Break,20238475
2022-03-26,2015-12-02,Carrie Underwood,Heartbeat,23004367
2022-03-26,2016-05-12,Carrie Underwood,Church Bells,53185069
2022-03-26,2016-10-13,Carrie Underwood,Dirty Laundry,41510531
2022-03-26,2018-05-06,Carrie Underwood,Cry Pretty,21466069
2022-03-26,2018-09-11,Carrie Underwood,Love Wins,15011315
2022-03-26,2019-06-07,Carrie Underwood,Southbound,18260033
2022-03-26,2019-11-20,Carrie Underwood,Drinking Alone,16009027
2022-03-26,2020-11-20,Carrie Underwood,Hallelujah,9684763
2022-03-26,2021-09-08,Jason Aldean,If I Didn't Love You,16604458
2022-03-27,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77599582
2022-03-27,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22293154
2022-03-27,2009-10-02,Carrie Underwood,Before He Cheats,144959825
2022-03-27,2009-10-02,Carrie Underwood,Wasted,30875557
2022-03-27,2009-10-02,Carrie Underwood,So Small,32733135
2022-03-27,2009-10-02,Carrie Underwood,All-American Girl,36510571
2022-03-27,2009-10-02,Carrie Underwood,Last Name,27828702
2022-03-27,2009-10-02,Carrie Underwood,Just A Dream,87787404
2022-03-27,2017-12-04,Carrie Underwood,I Told You So,3517296
2022-03-27,2009-11-14,Carrie Underwood,Cowboy Casanova,39290091
2022-03-27,2010-01-20,Carrie Underwood,Temporary Home,47326071
2022-03-27,2010-05-11,Carrie Underwood,Undo It,14872782
2022-03-27,2010-09-23,Carrie Underwood,Mama's Song,54634208
2022-03-27,2011-07-28,Brad Paisley,Remind Me,144426748
2022-03-27,2012-03-12,Carrie Underwood,Good Girl,39887251
2022-03-27,2012-08-01,Carrie Underwood,Blown Away,53179844
2022-03-27,2013-01-23,Carrie Underwood,Two Black Cadillacs,53305251
2022-03-27,2013-06-07,Carrie Underwood,See You Again,48508984
2022-03-27,2014-06-26,Miranda Lambert,Somethin' Bad,138233048
2022-03-27,2014-11-06,Carrie Underwood,Something in the Water,34403886
2022-03-27,2015-01-31,Carrie Underwood,Little Toy Guns,22731370
2022-03-27,2015-08-25,Carrie Underwood,Smoke Break,20239160
2022-03-27,2015-12-02,Carrie Underwood,Heartbeat,23005393
2022-03-27,2016-05-12,Carrie Underwood,Church Bells,53188833
2022-03-27,2016-10-13,Carrie Underwood,Dirty Laundry,41513940
2022-03-27,2018-05-06,Carrie Underwood,Cry Pretty,21466954
2022-03-27,2018-09-11,Carrie Underwood,Love Wins,15012404
2022-03-27,2019-06-07,Carrie Underwood,Southbound,18260948
2022-03-27,2019-11-20,Carrie Underwood,Drinking Alone,16011903
2022-03-27,2020-11-20,Carrie Underwood,Hallelujah,9686136
2022-03-27,2021-09-08,Jason Aldean,If I Didn't Love You,16638256
2022-03-28,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77627580
2022-03-28,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22295004
2022-03-28,2009-10-02,Carrie Underwood,Before He Cheats,145004216
2022-03-28,2009-10-02,Carrie Underwood,Wasted,30878725
2022-03-28,2009-10-02,Carrie Underwood,So Small,32735689
2022-03-28,2009-10-02,Carrie Underwood,All-American Girl,36514994
2022-03-28,2009-10-02,Carrie Underwood,Last Name,27833080
2022-03-28,2009-10-02,Carrie Underwood,Just A Dream,87793016
2022-03-28,2017-12-04,Carrie Underwood,I Told You So,3519595
2022-03-28,2009-11-14,Carrie Underwood,Cowboy Casanova,39294545
2022-03-28,2010-01-20,Carrie Underwood,Temporary Home,47331506
2022-03-28,2010-05-11,Carrie Underwood,Undo It,14875466
2022-03-28,2010-09-23,Carrie Underwood,Mama's Song,54640937
2022-03-28,2011-07-28,Brad Paisley,Remind Me,144451657
2022-03-28,2012-03-12,Carrie Underwood,Good Girl,39894539
2022-03-28,2012-08-01,Carrie Underwood,Blown Away,53187327
2022-03-28,2013-01-23,Carrie Underwood,Two Black Cadillacs,53321446
2022-03-28,2013-06-07,Carrie Underwood,See You Again,48513882
2022-03-28,2014-06-26,Miranda Lambert,Somethin' Bad,138264565
2022-03-28,2014-11-06,Carrie Underwood,Something in the Water,34408880
2022-03-28,2015-01-31,Carrie Underwood,Little Toy Guns,22734416
2022-03-28,2015-08-25,Carrie Underwood,Smoke Break,20240784
2022-03-28,2015-12-02,Carrie Underwood,Heartbeat,23007773
2022-03-28,2016-05-12,Carrie Underwood,Church Bells,53197938
2022-03-28,2016-10-13,Carrie Underwood,Dirty Laundry,41522236
2022-03-28,2018-05-06,Carrie Underwood,Cry Pretty,21468990
2022-03-28,2018-09-11,Carrie Underwood,Love Wins,15014808
2022-03-28,2019-06-07,Carrie Underwood,Southbound,18263254
2022-03-28,2019-11-20,Carrie Underwood,Drinking Alone,16018210
2022-03-28,2020-11-20,Carrie Underwood,Hallelujah,9688519
2022-03-28,2021-09-08,Jason Aldean,If I Didn't Love You,16716896
2022-03-29,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77652200
2022-03-29,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22296692
2022-03-29,2009-10-02,Carrie Underwood,Before He Cheats,145042471
2022-03-29,2009-10-02,Carrie Underwood,Wasted,30881485
2022-03-29,2009-10-02,Carrie Underwood,So Small,32737919
2022-03-29,2009-10-02,Carrie Underwood,All-American Girl,36519311
2022-03-29,2009-10-02,Carrie Underwood,Last Name,27837315
2022-03-29,2009-10-02,Carrie Underwood,Just A Dream,87798734
2022-03-29,2017-12-04,Carrie Underwood,I Told You So,3521915
2022-03-29,2009-11-14,Carrie Underwood,Cowboy Casanova,39298533
2022-03-29,2010-01-20,Carrie Underwood,Temporary Home,47336162
2022-03-29,2010-05-11,Carrie Underwood,Undo It,14877779
2022-03-29,2010-09-23,Carrie Underwood,Mama's Song,54646720
2022-03-29,2011-07-28,Brad Paisley,Remind Me,144475249
2022-03-29,2012-03-12,Carrie Underwood,Good Girl,39901517
2022-03-29,2012-08-01,Carrie Underwood,Blown Away,53194031
2022-03-29,2013-01-23,Carrie Underwood,Two Black Cadillacs,53336507
2022-03-29,2013-06-07,Carrie Underwood,See You Again,48518320
2022-03-29,2014-06-26,Miranda Lambert,Somethin' Bad,138290530
2022-03-29,2014-11-06,Carrie Underwood,Something in the Water,34413228
2022-03-29,2015-01-31,Carrie Underwood,Little Toy Guns,22737070
2022-03-29,2015-08-25,Carrie Underwood,Smoke Break,20242384
2022-03-29,2015-12-02,Carrie Underwood,Heartbeat,23009870
2022-03-29,2016-05-12,Carrie Underwood,Church Bells,53205728
2022-03-29,2016-10-13,Carrie Underwood,Dirty Laundry,41529752
2022-03-29,2018-05-06,Carrie Underwood,Cry Pretty,21470946
2022-03-29,2018-09-11,Carrie Underwood,Love Wins,15016948
2022-03-29,2019-06-07,Carrie Underwood,Southbound,18265317
2022-03-29,2019-11-20,Carrie Underwood,Drinking Alone,16024207
2022-03-29,2020-11-20,Carrie Underwood,Hallelujah,9690804
2022-03-29,2021-09-08,Jason Aldean,If I Didn't Love You,16782779
2022-03-30,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77677592
2022-03-30,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22298365
2022-03-30,2009-10-02,Carrie Underwood,Before He Cheats,145081691
2022-03-30,2009-10-02,Carrie Underwood,Wasted,30884322
2022-03-30,2009-10-02,Carrie Underwood,So Small,32740256
2022-03-30,2009-10-02,Carrie Underwood,All-American Girl,36523700
2022-03-30,2009-10-02,Carrie Underwood,Last Name,27841929
2022-03-30,2009-10-02,Carrie Underwood,Just A Dream,87804491
2022-03-30,2017-12-04,Carrie Underwood,I Told You So,3524444
2022-03-30,2009-11-14,Carrie Underwood,Cowboy Casanova,39302648
2022-03-30,2010-01-20,Carrie Underwood,Temporary Home,47340344
2022-03-30,2010-05-11,Carrie Underwood,Undo It,14880193
2022-03-30,2010-09-23,Carrie Underwood,Mama's Song,54652789
2022-03-30,2011-07-28,Brad Paisley,Remind Me,144498130
2022-03-30,2012-03-12,Carrie Underwood,Good Girl,39908955
2022-03-30,2012-08-01,Carrie Underwood,Blown Away,53200935
2022-03-30,2013-01-23,Carrie Underwood,Two Black Cadillacs,53352539
2022-03-30,2013-06-07,Carrie Underwood,See You Again,48523058
2022-03-30,2014-06-26,Miranda Lambert,Somethin' Bad,138319369
2022-03-30,2014-11-06,Carrie Underwood,Something in the Water,34417683
2022-03-30,2015-01-31,Carrie Underwood,Little Toy Guns,22739535
2022-03-30,2015-08-25,Carrie Underwood,Smoke Break,20243838
2022-03-30,2015-12-02,Carrie Underwood,Heartbeat,23012112
2022-03-30,2016-05-12,Carrie Underwood,Church Bells,53213998
2022-03-30,2016-10-13,Carrie Underwood,Dirty Laundry,41537764
2022-03-30,2018-05-06,Carrie Underwood,Cry Pretty,21472925
2022-03-30,2018-09-11,Carrie Underwood,Love Wins,15019034
2022-03-30,2019-06-07,Carrie Underwood,Southbound,18267414
2022-03-30,2019-11-20,Carrie Underwood,Drinking Alone,16030753
2022-03-30,2020-11-20,Carrie Underwood,Hallelujah,9693001
2022-03-30,2021-09-08,Jason Aldean,If I Didn't Love You,16849923
2022-03-31,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77699681
2022-03-31,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22299890
2022-03-31,2009-10-02,Carrie Underwood,Before He Cheats,145114807
2022-03-31,2009-10-02,Carrie Underwood,Wasted,30886594
2022-03-31,2009-10-02,Carrie Underwood,So Small,32742152
2022-03-31,2009-10-02,Carrie Underwood,All-American Girl,36527521
2022-03-31,2009-10-02,Carrie Underwood,Last Name,27845459
2022-03-31,2009-10-02,Carrie Underwood,Just A Dream,87809284
2022-03-31,2017-12-04,Carrie Underwood,I Told You So,3526737
2022-03-31,2009-11-14,Carrie Underwood,Cowboy Casanova,39306181
2022-03-31,2010-01-20,Carrie Underwood,Temporary Home,47343934
2022-03-31,2010-05-11,Carrie Underwood,Undo It,14882193
2022-03-31,2010-09-23,Carrie Underwood,Mama's Song,54657844
2022-03-31,2011-07-28,Brad Paisley,Remind Me,144516688
2022-03-31,2012-03-12,Carrie Underwood,Good Girl,39915044
2022-03-31,2012-08-01,Carrie Underwood,Blown Away,53207220
2022-03-31,2013-01-23,Carrie Underwood,Two Black Cadillacs,53366318
2022-03-31,2013-06-07,Carrie Underwood,See You Again,48527253
2022-03-31,2014-06-26,Miranda Lambert,Somethin' Bad,138344239
2022-03-31,2014-11-06,Carrie Underwood,Something in the Water,34421675
2022-03-31,2015-01-31,Carrie Underwood,Little Toy Guns,22741850
2022-03-31,2015-08-25,Carrie Underwood,Smoke Break,20245174
2022-03-31,2015-12-02,Carrie Underwood,Heartbeat,23014106
2022-03-31,2016-05-12,Carrie Underwood,Church Bells,53221191
2022-03-31,2016-10-13,Carrie Underwood,Dirty Laundry,41544524
2022-03-31,2018-05-06,Carrie Underwood,Cry Pretty,21474521
2022-03-31,2018-09-11,Carrie Underwood,Love Wins,15020987
2022-03-31,2019-06-07,Carrie Underwood,Southbound,18269317
2022-03-31,2019-11-20,Carrie Underwood,Drinking Alone,16036301
2022-03-31,2020-11-20,Carrie Underwood,Hallelujah,9694839
2022-03-31,2021-09-08,Jason Aldean,If I Didn't Love You,16910165
2022-04-01,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77725879
2022-04-01,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22301863
2022-04-01,2009-10-02,Carrie Underwood,Before He Cheats,145157010
2022-04-01,2009-10-02,Carrie Underwood,Wasted,30889380
2022-04-01,2009-10-02,Carrie Underwood,So Small,32744523
2022-04-01,2009-10-02,Carrie Underwood,All-American Girl,36532606
2022-04-01,2009-10-02,Carrie Underwood,Last Name,27849948
2022-04-01,2009-10-02,Carrie Underwood,Just A Dream,87815505
2022-04-01,2017-12-04,Carrie Underwood,I Told You So,3529567
2022-04-01,2009-11-14,Carrie Underwood,Cowboy Casanova,39310687
2022-04-01,2010-01-20,Carrie Underwood,Temporary Home,47348757
2022-04-01,2010-05-11,Carrie Underwood,Undo It,14884778
2022-04-01,2010-09-23,Carrie Underwood,Mama's Song,54664051
2022-04-01,2011-07-28,Brad Paisley,Remind Me,144538666
2022-04-01,2012-03-12,Carrie Underwood,Good Girl,39922777
2022-04-01,2012-08-01,Carrie Underwood,Blown Away,53214400
2022-04-01,2013-01-23,Carrie Underwood,Two Black Cadillacs,53382967
2022-04-01,2013-06-07,Carrie Underwood,See You Again,48532353
2022-04-01,2014-06-26,Miranda Lambert,Somethin' Bad,138378332
2022-04-01,2014-11-06,Carrie Underwood,Something in the Water,34426325
2022-04-01,2015-01-31,Carrie Underwood,Little Toy Guns,22744707
2022-04-01,2015-08-25,Carrie Underwood,Smoke Break,20246689
2022-04-01,2015-12-02,Carrie Underwood,Heartbeat,23016607
2022-04-01,2016-05-12,Carrie Underwood,Church Bells,53230119
2022-04-01,2016-10-13,Carrie Underwood,Dirty Laundry,41553190
2022-04-01,2018-05-06,Carrie Underwood,Cry Pretty,21476583
2022-04-01,2018-09-11,Carrie Underwood,Love Wins,15023363
2022-04-01,2019-06-07,Carrie Underwood,Southbound,18271672
2022-04-01,2019-11-20,Carrie Underwood,Drinking Alone,16043190
2022-04-01,2020-11-20,Carrie Underwood,Hallelujah,9697069
2022-04-01,2021-09-08,Jason Aldean,If I Didn't Love You,16983075
2022-04-03,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77787085
2022-04-03,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22305864
2022-04-03,2009-10-02,Carrie Underwood,Before He Cheats,145251985
2022-04-03,2009-10-02,Carrie Underwood,Wasted,30894871
2022-04-03,2009-10-02,Carrie Underwood,So Small,32749034
2022-04-03,2009-10-02,Carrie Underwood,All-American Girl,36542226
2022-04-03,2009-10-02,Carrie Underwood,Last Name,27859124
2022-04-03,2009-10-02,Carrie Underwood,Just A Dream,87827427
2022-04-03,2017-12-04,Carrie Underwood,I Told You So,3536317
2022-04-03,2009-11-14,Carrie Underwood,Cowboy Casanova,39319845
2022-04-03,2010-01-20,Carrie Underwood,Temporary Home,47358277
2022-04-03,2010-05-11,Carrie Underwood,Undo It,14889969
2022-04-03,2010-09-23,Carrie Underwood,Mama's Song,54676913
2022-04-03,2011-07-28,Brad Paisley,Remind Me,144582534
2022-04-03,2012-03-12,Carrie Underwood,Good Girl,39938138
2022-04-03,2012-08-01,Carrie Underwood,Blown Away,53229994
2022-04-03,2013-01-23,Carrie Underwood,Two Black Cadillacs,53414242
2022-04-03,2013-06-07,Carrie Underwood,See You Again,48544227
2022-04-03,2014-06-26,Miranda Lambert,Somethin' Bad,138460071
2022-04-03,2014-11-06,Carrie Underwood,Something in the Water,34435277
2022-04-03,2015-01-31,Carrie Underwood,Little Toy Guns,22750039
2022-04-03,2015-08-25,Carrie Underwood,Smoke Break,20249636
2022-04-03,2015-12-02,Carrie Underwood,Heartbeat,23021404
2022-04-03,2016-05-12,Carrie Underwood,Church Bells,53249433
2022-04-03,2016-10-13,Carrie Underwood,Dirty Laundry,41571425
2022-04-03,2018-05-06,Carrie Underwood,Cry Pretty,21480580
2022-04-03,2018-09-11,Carrie Underwood,Love Wins,15027748
2022-04-03,2019-06-07,Carrie Underwood,Southbound,18276385
2022-04-03,2019-11-20,Carrie Underwood,Drinking Alone,16056027
2022-04-03,2020-11-20,Carrie Underwood,Hallelujah,9702174
2022-04-03,2021-09-08,Jason Aldean,If I Didn't Love You,17154177
2022-04-04,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77804961
2022-04-04,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22307186
2022-04-04,2009-10-02,Carrie Underwood,Before He Cheats,145279897
2022-04-04,2009-10-02,Carrie Underwood,Wasted,30896926
2022-04-04,2009-10-02,Carrie Underwood,So Small,32750951
2022-04-04,2009-10-02,Carrie Underwood,All-American Girl,36545120
2022-04-04,2009-10-02,Carrie Underwood,Last Name,27862575
2022-04-04,2009-10-02,Carrie Underwood,Just A Dream,87831818
2022-04-04,2017-12-04,Carrie Underwood,I Told You So,3538683
2022-04-04,2009-11-14,Carrie Underwood,Cowboy Casanova,39322940
2022-04-04,2010-01-20,Carrie Underwood,Temporary Home,47361556
2022-04-04,2010-05-11,Carrie Underwood,Undo It,14891679
2022-04-04,2010-09-23,Carrie Underwood,Mama's Song,54680925
2022-04-04,2011-07-28,Brad Paisley,Remind Me,144596457
2022-04-04,2012-03-12,Carrie Underwood,Good Girl,39943197
2022-04-04,2012-08-01,Carrie Underwood,Blown Away,53235331
2022-04-04,2013-01-23,Carrie Underwood,Two Black Cadillacs,53425361
2022-04-04,2013-06-07,Carrie Underwood,See You Again,48548753
2022-04-04,2014-06-26,Miranda Lambert,Somethin' Bad,138480583
2022-04-04,2014-11-06,Carrie Underwood,Something in the Water,34438826
2022-04-04,2015-01-31,Carrie Underwood,Little Toy Guns,22751983
2022-04-04,2015-08-25,Carrie Underwood,Smoke Break,20250709
2022-04-04,2015-12-02,Carrie Underwood,Heartbeat,23023259
2022-04-04,2016-05-12,Carrie Underwood,Church Bells,53255576
2022-04-04,2016-10-13,Carrie Underwood,Dirty Laundry,41577859
2022-04-04,2018-05-06,Carrie Underwood,Cry Pretty,21482288
2022-04-04,2018-09-11,Carrie Underwood,Love Wins,15029426
2022-04-04,2019-06-07,Carrie Underwood,Southbound,18278152
2022-04-04,2019-11-20,Carrie Underwood,Drinking Alone,16060340
2022-04-04,2020-11-20,Carrie Underwood,Hallelujah,9704205
2022-04-04,2021-09-08,Jason Aldean,If I Didn't Love You,17208159
2022-04-05,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77827926
2022-04-05,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22309043
2022-04-05,2009-10-02,Carrie Underwood,Before He Cheats,145317111
2022-04-05,2009-10-02,Carrie Underwood,Wasted,30899593
2022-04-05,2009-10-02,Carrie Underwood,So Small,32753168
2022-04-05,2009-10-02,Carrie Underwood,All-American Girl,36549169
2022-04-05,2009-10-02,Carrie Underwood,Last Name,27866968
2022-04-05,2009-10-02,Carrie Underwood,Just A Dream,87836998
2022-04-05,2017-12-04,Carrie Underwood,I Told You So,3541825
2022-04-05,2009-11-14,Carrie Underwood,Cowboy Casanova,39326935
2022-04-05,2010-01-20,Carrie Underwood,Temporary Home,47365683
2022-04-05,2010-05-11,Carrie Underwood,Undo It,14894060
2022-04-05,2010-09-23,Carrie Underwood,Mama's Song,54686205
2022-04-05,2011-07-28,Brad Paisley,Remind Me,144614112
2022-04-05,2012-03-12,Carrie Underwood,Good Girl,39949818
2022-04-05,2012-08-01,Carrie Underwood,Blown Away,53242205
2022-04-05,2013-01-23,Carrie Underwood,Two Black Cadillacs,53438614
2022-04-05,2013-06-07,Carrie Underwood,See You Again,48554763
2022-04-05,2014-06-26,Miranda Lambert,Somethin' Bad,138510531
2022-04-05,2014-11-06,Carrie Underwood,Something in the Water,34443296
2022-04-05,2015-01-31,Carrie Underwood,Little Toy Guns,22754610
2022-04-05,2015-08-25,Carrie Underwood,Smoke Break,20252170
2022-04-05,2015-12-02,Carrie Underwood,Heartbeat,23025555
2022-04-05,2016-05-12,Carrie Underwood,Church Bells,53263619
2022-04-05,2016-10-13,Carrie Underwood,Dirty Laundry,41585864
2022-04-05,2018-05-06,Carrie Underwood,Cry Pretty,21484322
2022-04-05,2018-09-11,Carrie Underwood,Love Wins,15031582
2022-04-05,2019-06-07,Carrie Underwood,Southbound,18280217
2022-04-05,2019-11-20,Carrie Underwood,Drinking Alone,16065582
2022-04-05,2020-11-20,Carrie Underwood,Hallelujah,9706406
2022-04-05,2021-09-08,Jason Aldean,If I Didn't Love You,17276929
2022-04-06,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77850645
2022-04-06,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22310876
2022-04-06,2009-10-02,Carrie Underwood,Before He Cheats,145355003
2022-04-06,2009-10-02,Carrie Underwood,Wasted,30902118
2022-04-06,2009-10-02,Carrie Underwood,So Small,32755411
2022-04-06,2009-10-02,Carrie Underwood,All-American Girl,36553067
2022-04-06,2009-10-02,Carrie Underwood,Last Name,27871150
2022-04-06,2009-10-02,Carrie Underwood,Just A Dream,87842215
2022-04-06,2017-12-04,Carrie Underwood,I Told You So,3544500
2022-04-06,2009-11-14,Carrie Underwood,Cowboy Casanova,39330767
2022-04-06,2010-01-20,Carrie Underwood,Temporary Home,47370266
2022-04-06,2010-05-11,Carrie Underwood,Undo It,14896359
2022-04-06,2010-09-23,Carrie Underwood,Mama's Song,54691618
2022-04-06,2011-07-28,Brad Paisley,Remind Me,144631903
2022-04-06,2012-03-12,Carrie Underwood,Good Girl,39956315
2022-04-06,2012-08-01,Carrie Underwood,Blown Away,53248926
2022-04-06,2013-01-23,Carrie Underwood,Two Black Cadillacs,53451919
2022-04-06,2013-06-07,Carrie Underwood,See You Again,48560702
2022-04-06,2014-06-26,Miranda Lambert,Somethin' Bad,138540983
2022-04-06,2014-11-06,Carrie Underwood,Something in the Water,34447558
2022-04-06,2015-01-31,Carrie Underwood,Little Toy Guns,22756994
2022-04-06,2015-08-25,Carrie Underwood,Smoke Break,20253425
2022-04-06,2015-12-02,Carrie Underwood,Heartbeat,23027817
2022-04-06,2016-05-12,Carrie Underwood,Church Bells,53271355
2022-04-06,2016-10-13,Carrie Underwood,Dirty Laundry,41593818
2022-04-06,2017-02-15,Keith Urban,The Fighter,108136576
2022-04-06,2018-05-06,Carrie Underwood,Cry Pretty,21486165
2022-04-06,2018-09-11,Carrie Underwood,Love Wins,15033488
2022-04-06,2019-06-07,Carrie Underwood,Southbound,18282369
2022-04-06,2019-11-20,Carrie Underwood,Drinking Alone,16070898
2022-04-06,2020-11-20,Carrie Underwood,Hallelujah,9708520
2022-04-06,2021-09-08,Jason Aldean,If I Didn't Love You,17348712
2022-04-07,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77873771
2022-04-07,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22312747
2022-04-07,2009-10-02,Carrie Underwood,Before He Cheats,145396678
2022-04-07,2009-10-02,Carrie Underwood,Wasted,30904772
2022-04-07,2009-10-02,Carrie Underwood,So Small,32757765
2022-04-07,2009-10-02,Carrie Underwood,All-American Girl,36557214
2022-04-07,2009-10-02,Carrie Underwood,Last Name,27875629
2022-04-07,2009-10-02,Carrie Underwood,Just A Dream,87847532
2022-04-07,2017-12-04,Carrie Underwood,I Told You So,3547320
2022-04-07,2009-11-14,Carrie Underwood,Cowboy Casanova,39334877
2022-04-07,2010-01-20,Carrie Underwood,Temporary Home,47374746
2022-04-07,2010-05-11,Carrie Underwood,Undo It,14898905
2022-04-07,2010-09-23,Carrie Underwood,Mama's Song,54697067
2022-04-07,2011-07-28,Brad Paisley,Remind Me,144650565
2022-04-07,2012-03-12,Carrie Underwood,Good Girl,39963283
2022-04-07,2012-08-01,Carrie Underwood,Blown Away,53255825
2022-04-07,2013-01-23,Carrie Underwood,Two Black Cadillacs,53465502
2022-04-07,2013-06-07,Carrie Underwood,See You Again,48566819
2022-04-07,2014-06-26,Miranda Lambert,Somethin' Bad,138574016
2022-04-07,2014-11-06,Carrie Underwood,Something in the Water,34452083
2022-04-07,2015-01-31,Carrie Underwood,Little Toy Guns,22759586
2022-04-07,2015-08-25,Carrie Underwood,Smoke Break,20254789
2022-04-07,2015-12-02,Carrie Underwood,Heartbeat,23030293
2022-04-07,2016-05-12,Carrie Underwood,Church Bells,53279592
2022-04-07,2016-10-13,Carrie Underwood,Dirty Laundry,41602305
2022-04-07,2017-02-15,Keith Urban,The Fighter,108159298
2022-04-07,2018-05-06,Carrie Underwood,Cry Pretty,21488126
2022-04-07,2018-09-11,Carrie Underwood,Love Wins,15035608
2022-04-07,2019-06-07,Carrie Underwood,Southbound,18284600
2022-04-07,2019-11-20,Carrie Underwood,Drinking Alone,16076865
2022-04-07,2020-11-20,Carrie Underwood,Hallelujah,9710765
2022-04-07,2021-09-08,Jason Aldean,If I Didn't Love You,17425926
2022-04-08,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77899679
2022-04-08,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22314836
2022-04-08,2009-10-02,Carrie Underwood,Before He Cheats,145450262
2022-04-08,2009-10-02,Carrie Underwood,Wasted,30907644
2022-04-08,2009-10-02,Carrie Underwood,So Small,32760428
2022-04-08,2009-10-02,Carrie Underwood,All-American Girl,36561783
2022-04-08,2009-10-02,Carrie Underwood,Last Name,27880802
2022-04-08,2009-10-02,Carrie Underwood,Just A Dream,87853728
2022-04-08,2017-12-04,Carrie Underwood,I Told You So,3550669
2022-04-08,2009-11-14,Carrie Underwood,Cowboy Casanova,39339786
2022-04-08,2010-01-20,Carrie Underwood,Temporary Home,47379599
2022-04-08,2010-05-11,Carrie Underwood,Undo It,14901757
2022-04-08,2010-09-23,Carrie Underwood,Mama's Song,54703271
2022-04-08,2011-07-28,Brad Paisley,Remind Me,144672099
2022-04-08,2012-03-12,Carrie Underwood,Good Girl,39971292
2022-04-08,2012-08-01,Carrie Underwood,Blown Away,53263750
2022-04-08,2013-01-23,Carrie Underwood,Two Black Cadillacs,53481738
2022-04-08,2013-06-07,Carrie Underwood,See You Again,48573718
2022-04-08,2014-06-26,Miranda Lambert,Somethin' Bad,138614051
2022-04-08,2014-11-06,Carrie Underwood,Something in the Water,34457133
2022-04-08,2015-01-31,Carrie Underwood,Little Toy Guns,22762443
2022-04-08,2015-08-25,Carrie Underwood,Smoke Break,20256447
2022-04-08,2015-12-02,Carrie Underwood,Heartbeat,23032973
2022-04-08,2016-05-12,Carrie Underwood,Church Bells,53289524
2022-04-08,2016-10-13,Carrie Underwood,Dirty Laundry,41611984
2022-04-08,2017-02-15,Keith Urban,The Fighter,108185723
2022-04-08,2018-05-06,Carrie Underwood,Cry Pretty,21490973
2022-04-08,2018-09-11,Carrie Underwood,Love Wins,15038010
2022-04-08,2019-06-07,Carrie Underwood,Southbound,18287237
2022-04-08,2019-11-20,Carrie Underwood,Drinking Alone,16083804
2022-04-08,2020-11-20,Carrie Underwood,Hallelujah,9713358
2022-04-08,2021-09-08,Jason Aldean,If I Didn't Love You,17516648
2022-04-09,2010-03-08,Carrie Underwood,"Jesus, Take The Wheel",77924834
2022-04-09,2009-10-02,Carrie Underwood,Don't Forget To Remember Me,22316713
2022-04-09,2009-10-02,Carrie Underwood,Before He Cheats,145499238
2022-04-09,2009-10-02,Carrie Underwood,Wasted,30910145
2022-04-09,2009-10-02,Carrie Underwood,So Small,32762715
2022-04-09,2009-10-02,Carrie Underwood,All-American Girl,36565651
2022-04-09,2009-10-02,Carrie Underwood,Last Name,27885210
2022-04-09,2009-10-02,Carrie Underwood,Just A Dream,87859239
2022-04-09,2017-12-04,Carrie Underwood,I Told You So,3553791
2022-04-09,2009-11-14,Carrie Underwood,Cowboy Casanova,39344334
2022-04-09,2010-01-20,Carrie Underwood,Temporary Home,47384056
2022-04-09,2010-05-11,Carrie Underwood,Undo It,14904242
2022-04-09,2010-09-23,Carrie Underwood,Mama's Song,54708805
2022-04-09,2011-07-28,Brad Paisley,Remind Me,144692056
2022-04-09,2012-03-12,Carrie Underwood,Good Girl,39978268
2022-04-09,2012-08-01,Carrie Underwood,Blown Away,53271427
2022-04-09,2013-01-23,Carrie Underwood,Two Black Cadillacs,53495969
